wl,n
9.40,0.0000326175
9.41,0.0000321566
9.42,0.0000317441
9.43,0.0000313760
9.44,0.0000310485
9.45,0.0000307585
9.46,0.0000305031
9.47,0.0000302796
9.48,0.0000300857
9.49,0.0000299193
9.50,0.0000297786
9.51,0.0000296618
9.52,0.0000295674
9.53,0.0000294941
9.54,0.0000294406
9.55,0.0000294057
9.56,0.0000293884
9.57,0.0000293878
9.58,0.0000294031
9.59,0.0000294335
9.60,0.0000294782
9.61,0.0000295368
9.62,0.0000296085
9.63,0.0000296928
9.64,0.0000297894
9.65,0.0000298978
9.66,0.0000300175
9.67,0.0000301482
9.68,0.0000302897
9.69,0.0000304415
9.70,0.0000306035
9.71,0.0000307755
9.72,0.0000309572
9.73,0.0000311484
9.74,0.0000313490
9.75,0.0000315588
9.76,0.0000317778
9.77,0.0000320057
9.78,0.0000322425
9.79,0.0000324882
9.80,0.0000327426
9.81,0.0000330058
9.82,0.0000332776
9.83,0.0000335581
9.84,0.0000338472
9.85,0.0000341450
9.86,0.0000344514
9.87,0.0000347665
9.88,0.0000350903
9.89,0.0000354228
9.90,0.0000357641
9.91,0.0000361143
9.92,0.0000364733
9.93,0.0000368413
9.94,0.0000372184
9.95,0.0000376045
9.96,0.0000380000
9.97,0.0000384047
9.98,0.0000388189
9.99,0.0000392426
10.00,0.0000396760
10.01,0.0000401193
10.02,0.0000405724
10.03,0.0000410357
10.04,0.0000415092
10.05,0.0000419931
10.06,0.0000424876
10.07,0.0000429928
10.08,0.0000435089
10.09,0.0000440361
10.10,0.0000445745
10.11,0.0000451245
10.12,0.0000456861
10.13,0.0000462596
10.14,0.0000468453
10.15,0.0000474432
10.16,0.0000480537
10.17,0.0000486770
10.18,0.0000493133
10.19,0.0000499629
10.20,0.0000506260
10.21,0.0000513029
10.22,0.0000519938
10.23,0.0000526991
10.24,0.0000534190
10.25,0.0000541537
10.26,0.0000549037
10.27,0.0000556691
10.28,0.0000564502
10.29,0.0000572475
10.30,0.0000580611
10.31,0.0000588914
10.32,0.0000597388
10.33,0.0000606035
10.34,0.0000614858
10.35,0.0000623862
10.36,0.0000633049
10.37,0.0000642423
10.38,0.0000651988
10.39,0.0000661746
10.40,0.0000671701
10.41,0.0000681856
10.42,0.0000692216
10.43,0.0000702784
10.44,0.0000713562
10.45,0.0000724556
10.46,0.0000735767
10.47,0.0000747199
10.48,0.0000758856
10.49,0.0000770741
10.50,0.0000782857
10.51,0.0000795207
10.52,0.0000807795
10.53,0.0000820623
10.54,0.0000833693
10.55,0.0000847010
10.56,0.0000860574
10.57,0.0000874389
10.58,0.0000888456
10.59,0.0000902777
10.60,0.0000917354
10.61,0.0000932188
10.62,0.0000947280
10.63,0.0000962630
10.64,0.0000978240
10.65,0.0000994108
10.66,0.0001010234
10.67,0.0001026618
10.68,0.0001043257
10.69,0.0001060150
10.70,0.0001077293
10.71,0.0001094684
10.72,0.0001112319
10.73,0.0001130192
10.74,0.0001148300
10.75,0.0001166634
10.76,0.0001185189
10.77,0.0001203956
10.78,0.0001222928
10.79,0.0001242093
10.80,0.0001261441
10.81,0.0001280961
10.82,0.0001300639
10.83,0.0001320462
10.84,0.0001340414
10.85,0.0001360479
10.86,0.0001380640
10.87,0.0001400878
10.88,0.0001421173
10.89,0.0001441503
10.90,0.0001461848
10.91,0.0001482181
10.92,0.0001502480
10.93,0.0001522718
10.94,0.0001542867
10.95,0.0001562900
10.96,0.0001582786
10.97,0.0001602496
10.98,0.0001621997
10.99,0.0001641259
11.00,0.0001660248
11.01,0.0001678930
11.02,0.0001697272
11.03,0.0001715238
11.04,0.0001732795
11.05,0.0001749908
11.06,0.0001766541
11.07,0.0001782661
11.08,0.0001798234
11.09,0.0001813226
11.10,0.0001827605
11.11,0.0001841339
11.12,0.0001854398
11.13,0.0001866753
11.14,0.0001878377
11.15,0.0001889244
11.16,0.0001899330
11.17,0.0001908613
11.18,0.0001917075
11.19,0.0001924698
11.20,0.0001931468
11.21,0.0001937371
11.22,0.0001942400
11.23,0.0001946547
11.24,0.0001949807
11.25,0.0001952181
11.26,0.0001953668
11.27,0.0001954275
11.28,0.0001954007
11.29,0.0001952874
11.30,0.0001950888
11.31,0.0001948065
11.32,0.0001944419
11.33,0.0001939972
11.34,0.0001934744
11.35,0.0001928759
11.36,0.0001922040
11.37,0.0001914614
11.38,0.0001906510
11.39,0.0001897757
11.40,0.0001888383
11.41,0.0001878421
11.42,0.0001867902
11.43,0.0001856858
11.44,0.0001845322
11.45,0.0001833325
11.46,0.0001820902
11.47,0.0001808084
11.48,0.0001794904
11.49,0.0001781393
11.50,0.0001767584
11.51,0.0001753506
11.52,0.0001739191
11.53,0.0001724668
11.54,0.0001709964
11.55,0.0001695108
11.56,0.0001680127
11.57,0.0001665046
11.58,0.0001649890
11.59,0.0001634683
11.60,0.0001619447
11.61,0.0001604203
11.62,0.0001588972
11.63,0.0001573774
11.64,0.0001558626
11.65,0.0001543546
11.66,0.0001528550
11.67,0.0001513653
11.68,0.0001498869
11.69,0.0001484212
11.70,0.0001469693
11.71,0.0001455324
11.72,0.0001441116
11.73,0.0001427078
11.74,0.0001413219
11.75,0.0001399547
11.76,0.0001386070
11.77,0.0001372794
11.78,0.0001359726
11.79,0.0001346870
11.80,0.0001334232
11.81,0.0001321815
11.82,0.0001309625
11.83,0.0001297663
11.84,0.0001285934
11.85,0.0001274439
11.86,0.0001263181
11.87,0.0001252161
11.88,0.0001241381
11.89,0.0001230841
11.90,0.0001220543
11.91,0.0001210488
11.92,0.0001200675
11.93,0.0001191104
11.94,0.0001181777
11.95,0.0001172692
11.96,0.0001163849
11.97,0.0001155247
11.98,0.0001146886
11.99,0.0001138766
12.00,0.0001130885
12.01,0.0001123243
12.02,0.0001115838
12.03,0.0001108670
12.04,0.0001101737
12.05,0.0001095039
12.06,0.0001088575
12.07,0.0001082343
12.08,0.0001076342
12.09,0.0001070572
12.10,0.0001065032
12.11,0.0001059719
12.12,0.0001054634
12.13,0.0001049776
12.14,0.0001045143
12.15,0.0001040735
12.16,0.0001036552
12.17,0.0001032592
12.18,0.0001028854
12.19,0.0001025340
12.20,0.0001022047
12.21,0.0001018976
12.22,0.0001016127
12.23,0.0001013498
12.24,0.0001011092
12.25,0.0001008906
12.26,0.0001006942
12.27,0.0001005200
12.28,0.0001003681
12.29,0.0001002384
12.30,0.0001001311
12.31,0.0001000463
12.32,0.0000999840
12.33,0.0000999443
12.34,0.0000999274
12.35,0.0000999335
12.36,0.0000999626
12.37,0.0001000149
12.38,0.0001000907
12.39,0.0001001902
12.40,0.0001003135
12.41,0.0001004609
12.42,0.0001006327
12.43,0.0001008292
12.44,0.0001010506
12.45,0.0001012973
12.46,0.0001015696
12.47,0.0001018679
12.48,0.0001021926
12.49,0.0001025440
12.50,0.0001029226
12.51,0.0001033289
12.52,0.0001037634
12.53,0.0001042265
12.54,0.0001047188
12.55,0.0001052408
12.56,0.0001057932
12.57,0.0001063765
12.58,0.0001069913
12.59,0.0001076385
12.60,0.0001083186
12.61,0.0001090325
12.62,0.0001097808
12.63,0.0001105644
12.64,0.0001113841
12.65,0.0001122408
12.66,0.0001131353
12.67,0.0001140687
12.68,0.0001150419
12.69,0.0001160559
12.70,0.0001171118
12.71,0.0001182106
12.72,0.0001193534
12.73,0.0001205415
12.74,0.0001217760
12.75,0.0001230581
12.76,0.0001243890
12.77,0.0001257702
12.78,0.0001272029
12.79,0.0001286885
12.80,0.0001302283
12.81,0.0001318238
12.82,0.0001334764
12.83,0.0001351875
12.84,0.0001369587
12.85,0.0001387913
12.86,0.0001406869
12.87,0.0001426470
12.88,0.0001446730
12.89,0.0001467664
12.90,0.0001489285
12.91,0.0001511607
12.92,0.0001534645
12.93,0.0001558409
12.94,0.0001582912
12.95,0.0001608165
12.96,0.0001634176
12.97,0.0001660954
12.98,0.0001688506
12.99,0.0001716834
13.00,0.0001745943
13.01,0.0001775830
13.02,0.0001806494
13.03,0.0001837927
13.04,0.0001870120
13.05,0.0001903058
13.06,0.0001936724
13.07,0.0001971095
13.08,0.0002006141
13.09,0.0002041829
13.10,0.0002078119
13.11,0.0002114964
13.12,0.0002152310
13.13,0.0002190097
13.14,0.0002228254
13.15,0.0002266706
13.16,0.0002305366
13.17,0.0002344141
13.18,0.0002382929
13.19,0.0002421619
13.20,0.0002460091
13.21,0.0002498219
13.22,0.0002535868
13.23,0.0002572895
13.24,0.0002609155
13.25,0.0002644493
13.26,0.0002678754
13.27,0.0002711779
13.28,0.0002743408
13.29,0.0002773483
13.30,0.0002801848
13.31,0.0002828352
13.32,0.0002852851
13.33,0.0002875209
13.34,0.0002895301
13.35,0.0002913016
13.36,0.0002928255
13.37,0.0002940938
13.38,0.0002950999
13.39,0.0002958393
13.40,0.0002963093
13.41,0.0002965092
13.42,0.0002964401
13.43,0.0002961053
13.44,0.0002955097
13.45,0.0002946601
13.46,0.0002935650
13.47,0.0002922343
13.48,0.0002906793
13.49,0.0002889125
13.50,0.0002869472
13.51,0.0002847976
13.52,0.0002824784
13.53,0.0002800049
13.54,0.0002773922
13.55,0.0002746558
13.56,0.0002718109
13.57,0.0002688725
13.58,0.0002658549
13.59,0.0002627724
13.60,0.0002596383
13.61,0.0002564654
13.62,0.0002532658
13.63,0.0002500507
13.64,0.0002468307
13.65,0.0002436155
13.66,0.0002404140
13.67,0.0002372343
13.68,0.0002340838
13.69,0.0002309692
13.70,0.0002278962
13.71,0.0002248702
13.72,0.0002218958
13.73,0.0002189769
13.74,0.0002161169
13.75,0.0002133188
13.76,0.0002105850
13.77,0.0002079174
13.78,0.0002053176
13.79,0.0002027868
13.80,0.0002003259
13.81,0.0001979355
13.82,0.0001956158
13.83,0.0001933670
13.84,0.0001911889
13.85,0.0001890812
13.86,0.0001870434
13.87,0.0001850749
13.88,0.0001831749
13.89,0.0001813426
13.90,0.0001795771
13.91,0.0001778774
13.92,0.0001762423
13.93,0.0001746708
13.94,0.0001731618
13.95,0.0001717140
13.96,0.0001703264
13.97,0.0001689976
13.98,0.0001677265
13.99,0.0001665118
14.00,0.0001653525
14.01,0.0001642472
14.02,0.0001631948
14.03,0.0001621942
14.04,0.0001612441
14.05,0.0001603436
14.06,0.0001594915
14.07,0.0001586868
14.08,0.0001579283
14.09,0.0001572151
14.10,0.0001565463
14.11,0.0001559208
14.12,0.0001553377
14.13,0.0001547962
14.14,0.0001542953
14.15,0.0001538343
14.16,0.0001534124
14.17,0.0001530287
14.18,0.0001526826
14.19,0.0001523733
14.20,0.0001521001
14.21,0.0001518624
14.22,0.0001516595
14.23,0.0001514909
14.24,0.0001513559
14.25,0.0001512541
14.26,0.0001511849
14.27,0.0001511478
14.28,0.0001511423
14.29,0.0001511681
14.30,0.0001512246
14.31,0.0001513114
14.32,0.0001514283
14.33,0.0001515748
14.34,0.0001517506
14.35,0.0001519554
14.36,0.0001521889
14.37,0.0001524508
14.38,0.0001527409
14.39,0.0001530590
14.40,0.0001534048
14.41,0.0001537781
14.42,0.0001541788
14.43,0.0001546067
14.44,0.0001550618
14.45,0.0001555437
14.46,0.0001560525
14.47,0.0001565881
14.48,0.0001571504
14.49,0.0001577393
14.50,0.0001583548
14.51,0.0001589968
14.52,0.0001596654
14.53,0.0001603606
14.54,0.0001610824
14.55,0.0001618308
14.56,0.0001626059
14.57,0.0001634078
14.58,0.0001642364
14.59,0.0001650920
14.60,0.0001659746
14.61,0.0001668844
14.62,0.0001678215
14.63,0.0001687860
14.64,0.0001697781
14.65,0.0001707980
14.66,0.0001718459
14.67,0.0001729220
14.68,0.0001740265
14.69,0.0001751597
14.70,0.0001763218
14.71,0.0001775130
14.72,0.0001787337
14.73,0.0001799841
14.74,0.0001812645
14.75,0.0001825753
14.76,0.0001839169
14.77,0.0001852894
14.78,0.0001866934
14.79,0.0001881292
14.80,0.0001895971
14.81,0.0001910977
14.82,0.0001926313
14.83,0.0001941983
14.84,0.0001957993
14.85,0.0001974346
14.86,0.0001991048
14.87,0.0002008104
14.88,0.0002025519
14.89,0.0002043299
14.90,0.0002061448
14.91,0.0002079973
14.92,0.0002098880
14.93,0.0002118174
14.94,0.0002137861
14.95,0.0002157949
14.96,0.0002178444
14.97,0.0002199352
14.98,0.0002220681
14.99,0.0002242437
15.00,0.0002264628
15.01,0.0002287263
15.02,0.0002310347
15.03,0.0002333890
15.04,0.0002357899
15.05,0.0002382383
15.06,0.0002407350
15.07,0.0002432810
15.08,0.0002458771
15.09,0.0002485243
15.10,0.0002512234
15.11,0.0002539755
15.12,0.0002567817
15.13,0.0002596427
15.14,0.0002625599
15.15,0.0002655341
15.16,0.0002685665
15.17,0.0002716582
15.18,0.0002748104
15.19,0.0002780241
15.20,0.0002813007
15.21,0.0002846413
15.22,0.0002880472
15.23,0.0002915195
15.24,0.0002950598
15.25,0.0002986691
15.26,0.0003023490
15.27,0.0003061008
15.28,0.0003099258
15.29,0.0003138256
15.30,0.0003178015
15.31,0.0003218550
15.32,0.0003259877
15.33,0.0003302011
15.34,0.0003344968
15.35,0.0003388762
15.36,0.0003433411
15.37,0.0003478931
15.38,0.0003525338
15.39,0.0003572649
15.40,0.0003620880
15.41,0.0003670050
15.42,0.0003720175
15.43,0.0003771274
15.44,0.0003823362
15.45,0.0003876460
15.46,0.0003930584
15.47,0.0003985753
15.48,0.0004041984
15.49,0.0004099296
15.50,0.0004157708
15.51,0.0004217237
15.52,0.0004277901
15.53,0.0004339719
15.54,0.0004402710
15.55,0.0004466889
15.56,0.0004532276
15.57,0.0004598888
15.58,0.0004666742
15.59,0.0004735854
15.60,0.0004806241
15.61,0.0004877919
15.62,0.0004950903
15.63,0.0005025209
15.64,0.0005100848
15.65,0.0005177836
15.66,0.0005256185
15.67,0.0005335904
15.68,0.0005417006
15.69,0.0005499498
15.70,0.0005583389
15.71,0.0005668685
15.72,0.0005755390
15.73,0.0005843507
15.74,0.0005933039
15.75,0.0006023982
15.76,0.0006116336
15.77,0.0006210094
15.78,0.0006305248
15.79,0.0006401789
15.80,0.0006499703
15.81,0.0006598973
15.82,0.0006699581
15.83,0.0006801502
15.84,0.0006904711
15.85,0.0007009178
15.86,0.0007114867
15.87,0.0007221741
15.88,0.0007329756
15.89,0.0007438864
15.90,0.0007549014
15.91,0.0007660147
15.92,0.0007772201
15.93,0.0007885108
15.94,0.0007998793
15.95,0.0008113178
15.96,0.0008228176
15.97,0.0008343697
15.98,0.0008459643
15.99,0.0008575909
16.00,0.0008692387
16.01,0.0008808959
16.02,0.0008925503
16.03,0.0009041889
16.04,0.0009157984
16.05,0.0009273644
16.06,0.0009388724
16.07,0.0009503071
16.08,0.0009616525
16.09,0.0009728924
16.10,0.0009840100
16.11,0.0009949879
16.12,0.0010058086
16.13,0.0010164539
16.14,0.0010269057
16.15,0.0010371455
16.16,0.0010471545
16.17,0.0010569142
16.18,0.0010664056
16.19,0.0010756102
16.20,0.0010845096
16.21,0.0010930854
16.22,0.0011013197
16.23,0.0011091952
16.24,0.0011166948
16.25,0.0011238022
16.26,0.0011305019
16.27,0.0011367791
16.28,0.0011426197
16.29,0.0011480108
16.30,0.0011529407
16.31,0.0011573984
16.32,0.0011613743
16.33,0.0011648602
16.34,0.0011678490
16.35,0.0011703350
16.36,0.0011723139
16.37,0.0011737828
16.38,0.0011747402
16.39,0.0011751860
16.40,0.0011751217
16.41,0.0011745499
16.42,0.0011734750
16.43,0.0011719024
16.44,0.0011698389
16.45,0.0011672926
16.46,0.0011642729
16.47,0.0011607903
16.48,0.0011568561
16.49,0.0011524830
16.50,0.0011476843
16.51,0.0011424744
16.52,0.0011368682
16.53,0.0011308814
16.54,0.0011245302
16.55,0.0011178314
16.56,0.0011108020
16.57,0.0011034594
16.58,0.0010958212
16.59,0.0010879052
16.60,0.0010797292
16.61,0.0010713109
16.62,0.0010626682
16.63,0.0010538184
16.64,0.0010447790
16.65,0.0010355670
16.66,0.0010261991
16.67,0.0010166917
16.68,0.0010070608
16.69,0.0009973218
16.70,0.0009874898
16.71,0.0009775793
16.72,0.0009676043
16.73,0.0009575783
16.74,0.0009475141
16.75,0.0009374242
16.76,0.0009273202
16.77,0.0009172133
16.78,0.0009071142
16.79,0.0008970329
16.80,0.0008869789
16.81,0.0008769610
16.82,0.0008669876
16.83,0.0008570667
16.84,0.0008472054
16.85,0.0008374106
16.86,0.0008276885
16.87,0.0008180451
16.88,0.0008084857
16.89,0.0007990151
16.90,0.0007896380
16.91,0.0007803583
16.92,0.0007711798
16.93,0.0007621059
16.94,0.0007531395
16.95,0.0007442833
16.96,0.0007355395
16.97,0.0007269103
16.98,0.0007183974
16.99,0.0007100022
17.00,0.0007017260
17.01,0.0006935699
17.02,0.0006855344
17.03,0.0006776204
17.04,0.0006698280
17.05,0.0006621576
17.06,0.0006546092
17.07,0.0006471826
17.08,0.0006398776
17.09,0.0006326938
17.10,0.0006256307
17.11,0.0006186877
17.12,0.0006118641
17.13,0.0006051589
17.14,0.0005985714
17.15,0.0005921006
17.16,0.0005857454
17.17,0.0005795047
17.18,0.0005733773
17.19,0.0005673621
17.20,0.0005614577
17.21,0.0005556629
17.22,0.0005499764
17.23,0.0005443967
17.24,0.0005389226
17.25,0.0005335526
17.26,0.0005282853
17.27,0.0005231192
17.28,0.0005180530
17.29,0.0005130851
17.30,0.0005082141
17.31,0.0005034386
17.32,0.0004987571
17.33,0.0004941681
17.34,0.0004896703
17.35,0.0004852620
17.36,0.0004809421
17.37,0.0004767089
17.38,0.0004725610
17.39,0.0004684972
17.40,0.0004645160
17.41,0.0004606159
17.42,0.0004567957
17.43,0.0004530540
17.44,0.0004493895
17.45,0.0004458008
17.46,0.0004422867
17.47,0.0004388459
17.48,0.0004354771
17.49,0.0004321791
17.50,0.0004289506
17.51,0.0004257905
17.52,0.0004226975
17.53,0.0004196706
17.54,0.0004167085
17.55,0.0004138101
17.56,0.0004109743
17.57,0.0004082000
17.58,0.0004054861
17.59,0.0004028317
17.60,0.0004002356
17.61,0.0003976968
17.62,0.0003952144
17.63,0.0003927873
17.64,0.0003904147
17.65,0.0003880955
17.66,0.0003858288
17.67,0.0003836137
17.68,0.0003814494
17.69,0.0003793349
17.70,0.0003772695
17.71,0.0003752521
17.72,0.0003732822
17.73,0.0003713587
17.74,0.0003694810
17.75,0.0003676482
17.76,0.0003658596
17.77,0.0003641145
17.78,0.0003624120
17.79,0.0003607516
17.80,0.0003591324
17.81,0.0003575539
17.82,0.0003560152
17.83,0.0003545158
17.84,0.0003530550
17.85,0.0003516321
17.86,0.0003502466
17.87,0.0003488978
17.88,0.0003475851
17.89,0.0003463079
17.90,0.0003450656
17.91,0.0003438577
17.92,0.0003426836
17.93,0.0003415428
17.94,0.0003404346
17.95,0.0003393587
17.96,0.0003383144
17.97,0.0003373013
17.98,0.0003363188
17.99,0.0003353665
18.00,0.0003344438
18.01,0.0003335504
18.02,0.0003326857
18.03,0.0003318493
18.04,0.0003310407
18.05,0.0003302594
18.06,0.0003295052
18.07,0.0003287774
18.08,0.0003280757
18.09,0.0003273997
18.10,0.0003267490
18.11,0.0003261231
18.12,0.0003255217
18.13,0.0003249444
18.14,0.0003243907
18.15,0.0003238604
18.16,0.0003233530
18.17,0.0003228682
18.18,0.0003224056
18.19,0.0003219649
18.20,0.0003215456
18.21,0.0003211475
18.22,0.0003207702
18.23,0.0003204133
18.24,0.0003200766
18.25,0.0003197597
18.26,0.0003194622
18.27,0.0003191839
18.28,0.0003189244
18.29,0.0003186833
18.30,0.0003184605
18.31,0.0003182555
18.32,0.0003180681
18.33,0.0003178980
18.34,0.0003177448
18.35,0.0003176083
18.36,0.0003174881
18.37,0.0003173840
18.38,0.0003172957
18.39,0.0003172228
18.40,0.0003171652
18.41,0.0003171224
18.42,0.0003170943
18.43,0.0003170805
18.44,0.0003170808
18.45,0.0003170948
18.46,0.0003171223
18.47,0.0003171631
18.48,0.0003172168
18.49,0.0003172832
18.50,0.0003173620
18.51,0.0003174530
18.52,0.0003175558
18.53,0.0003176702
18.54,0.0003177959
18.55,0.0003179327
18.56,0.0003180803
18.57,0.0003182384
18.58,0.0003184068
18.59,0.0003185851
18.60,0.0003187732
18.61,0.0003189708
18.62,0.0003191776
18.63,0.0003193933
18.64,0.0003196178
18.65,0.0003198506
18.66,0.0003200916
18.67,0.0003203406
18.68,0.0003205971
18.69,0.0003208611
18.70,0.0003211322
18.71,0.0003214101
18.72,0.0003216947
18.73,0.0003219856
18.74,0.0003222826
18.75,0.0003225854
18.76,0.0003228938
18.77,0.0003232075
18.78,0.0003235263
18.79,0.0003238498
18.80,0.0003241779
18.81,0.0003245103
18.82,0.0003248468
18.83,0.0003251869
18.84,0.0003255306
18.85,0.0003258776
18.86,0.0003262276
18.87,0.0003265803
18.88,0.0003269355
18.89,0.0003272929
18.90,0.0003276523
18.91,0.0003280135
18.92,0.0003283761
18.93,0.0003287399
18.94,0.0003291047
18.95,0.0003294702
18.96,0.0003298361
18.97,0.0003302023
18.98,0.0003305684
18.99,0.0003309342
19.00,0.0003312995
19.01,0.0003316640
19.02,0.0003320275
19.03,0.0003323896
19.04,0.0003327503
19.05,0.0003331091
19.06,0.0003334660
19.07,0.0003338206
19.08,0.0003341727
19.09,0.0003345220
19.10,0.0003348684
19.11,0.0003352116
19.12,0.0003355513
19.13,0.0003358873
19.14,0.0003362194
19.15,0.0003365474
19.16,0.0003368710
19.17,0.0003371901
19.18,0.0003375043
19.19,0.0003378134
19.20,0.0003381173
19.21,0.0003384158
19.22,0.0003387085
19.23,0.0003389953
19.24,0.0003392760
19.25,0.0003395504
19.26,0.0003398183
19.27,0.0003400795
19.28,0.0003403337
19.29,0.0003405808
19.30,0.0003408206
19.31,0.0003410529
19.32,0.0003412774
19.33,0.0003414942
19.34,0.0003417028
19.35,0.0003419033
19.36,0.0003420953
19.37,0.0003422788
19.38,0.0003424535
19.39,0.0003426193
19.40,0.0003427761
19.41,0.0003429237
19.42,0.0003430619
19.43,0.0003431905
19.44,0.0003433096
19.45,0.0003434188
19.46,0.0003435181
19.47,0.0003436074
19.48,0.0003436864
19.49,0.0003437552
19.50,0.0003438135
19.51,0.0003438613
19.52,0.0003438985
19.53,0.0003439249
19.54,0.0003439405
19.55,0.0003439451
19.56,0.0003439387
19.57,0.0003439211
19.58,0.0003438924
19.59,0.0003438524
19.60,0.0003438010
19.61,0.0003437382
19.62,0.0003436640
19.63,0.0003435781
19.64,0.0003434807
19.65,0.0003433717
19.66,0.0003432510
19.67,0.0003431185
19.68,0.0003429743
19.69,0.0003428183
19.70,0.0003426504
19.71,0.0003424708
19.72,0.0003422793
19.73,0.0003420759
19.74,0.0003418606
19.75,0.0003416335
19.76,0.0003413945
19.77,0.0003411437
19.78,0.0003408809
19.79,0.0003406064
19.80,0.0003403200
19.81,0.0003400219
19.82,0.0003397119
19.83,0.0003393903
19.84,0.0003390569
19.85,0.0003387119
19.86,0.0003383552
19.87,0.0003379871
19.88,0.0003376074
19.89,0.0003372162
19.90,0.0003368137
19.91,0.0003363998
19.92,0.0003359746
19.93,0.0003355383
19.94,0.0003350909
19.95,0.0003346324
19.96,0.0003341630
19.97,0.0003336827
19.98,0.0003331916
19.99,0.0003326898
20.00,0.0003321775
